id,to_Text_id,Line_Position,Tsez_Line,English_Translation,Russian_Translation
3978,66,240,"Hudayzikon xanä žeduder begirno nukarbi.","The next day the king sent his henchmen to them again.","На следующий день хан опять отправил к ним нукеров."
3979,66,241,"Hemedurtow eƛin užä žedu xizor begirno xandäɣor.","The boy answered likewise and sent them back to the king.","Юноша ответил так же и отослал нукеров обратно к хану."
3980,66,242,"Łˤono äƛiru ɣudƛ’ogon xanä łˤonoqu nukar egirno ayrno, q’ˤanon esnabin, Beqes ʕUneyzatno sadaq yowanixƛin.","On the third day, the king sent sixty henchmen and let them bring the two siblings and Sun's Uneyzat.","На третий день хан послал шестьдесят нукеров, чтобы они привели с собой троих: брата, сестру и Солнечную Унейзат."
3981,66,243,"Maħlar bayruntow, xanä eƛin, eloš neła imyoqor yicalini ɣˤanazar naʕanan bodo, nocun caƛo nełasƛin.","When they came into the court, the king said: ""Curse and spit on that woman over there, who is tied to that pole!""","Когда они показались во дворе, хан сказал: «Проклинай вот ту женщину, привязанную к столбу, и плюньте в нее»."
3982,66,244,"Ela nełar naʕanan bodač’in, nocun caƛač’in, ža sadaq anusi eli debez ɣˤutka tełxorkin buyn baqinč’iƛin, Beqes ʕUneyzat yičin.","""We will neither curse her, nor spit on her, and we will not even get into your house without her!"", Sun's Uneyzat insisted.","«Мы не будем ее проклинать, не будем плевать в нее и без нее ни шагу не ступим в твой дом», - решительно стояла Солнечная Унейзат."
3983,66,245,"Ganzo ħošoq yutiräsi ža ɣˤanabi łinar mežur yetäsiƛin, eƛin xanä.","""Why do you want this women who is wrapped in a bull's hide?"", said the king.","«Зачем вам нужна женщина, завернутая в бычью шкуру?» - промолвил хан."
3984,66,246,"Tatanu łäs bic’äsi t’asno, sop’onno yowo ent’o däqor, elay bitorsi šebin dey di rodanƛin, eƛin xanqor Beqes ʕUneyzatä.","""Bring me a bowl filled with hot water and soap here, I will do the rest from then on."", said Sun's Uneyzat to the king.","«Неси сюда ко мне ванну с теплой водой и мыло, а что делать дальше я знаю», - сказала хану Солнечная Унейзат."
3985,66,247,"Neła ža imyoq yicin zawruni ɣˤanabi elar yutirxo, t’ar yutirxo esayn q’ˤimaku yiłe yodin yegirno.","She washed the woman who was tied to the pole, turning her hither and thither, and let her look like a grown-up.","Она ту женщину, привязанную к столбу, туда переворачивала, сюда переворачивала, выкупала, и она стала, как куколка."
3986,66,248,"Xizyo yizi uynon xanez ɣˤutka tełxor boqno.","Then the four of them went into the king's house.","Потом они вчетвером зашли в дом хана."
3987,66,249,"Q’ˤida bičanix yiziƛer uyno q’ˤuri rayrno.","He brought four chairs for them to sit down.",""
3988,66,250,"Xanä madaxozoniqor eƛin, mesedyos q’ˤuri užiƛer teƛ, micxiryos - kidbeƛer, pakmos - ƛirbaqor, qacis q’ˤuri imyoqor yicin zawruni ɣˤanazaqor teƛƛin.","The king said to the guard: ""Give the golden chair to the boy, the silver one to the girl, the copper one to the guest and the wooden one give to the woman who was tied to the pole.""","Хан сказал сторожу: «Золотую скамейку подай юноше, серебряную - девушке, медную - гостю, а на деревянной скамеечке пусть садится женщина, которая была привязана к столбу»."
3989,66,251,"Nełaƛ’ razin yoqinč’ey, Beqes ʕUneyzatä mesedyos q’ˤuri imyoqor yicin zawruni ɣˤanazaƛer teƛno, micxiryosni - užiƛer, pakmosni - kidbeƛer, qacisni neła nełƛer risno.","Sun's Uneyzat didn't agree to this and gave the golden chair to the girl that used to be tied to the pole, the silver one to the boy, the copperone to the girl and the wooden one she took for herself.","Солнечная Унейзат, не согласившись с этим, золотую скамейку подала женщине, которая была привязана к столбу, серебряную - юноше, медную - девушке, а деревянную скамейку взяла себе."
3990,66,252,"Xizyo yiził adäza biša erno.","Afterwards food was served before them.","Потом перед ними поставили еду."
3991,66,253,"Bišadyoƛ’orƛin yizä reƛ’a regirƛ’oräy, Beqes ʕUneyzatä xizor roɣrerno yiziq, dahaw zamanał bičiƛin.","When they reached for the food with their hands, Sun's Uneyzat ordered them to take them back: ""Wait a little!""","Когда они протянули руку за едой, Солнечная Унейзат заставила их убрать руки обратно: «Подождите немного»."
3992,66,254,"Elor sis qˤaba k’et’u k’oƛin bayn, bisno yiłar magalu kurnosi, howlortow bexun ža.","A black cat came running there, and after she took a [piece of] bread and threw it to the cat, it immediately died.","Когда взяли и бросили хлеб подошедшей туда черной кошке, она тут же умерла."
3993,66,255,"Xaner žan bukaynč’ey, meži šida bišxanuƛin esirno.","The king didn't see that and asked: ""Why aren't you eating?""","Хан не заметив этого, спросил: «Почему вы не едите?»"
3994,66,256,"Didur eli bišan, bäšru k’et’ukin bexusƛin eƛin xanqor Beqes ʕUneyzatä.","""How could we eat, if even the cat who ate died?"", said Sun's Uneyzat to the king.","«Как мы будем есть, когда даже поевшая кошка умерла?» - возразила Солнечная Унейзат."
3995,66,257,"K’ox äƛiru rayäru bišadyołno besun zahru.","And for the second time there was poison in the food they had brought.","Повторно подали еду с ядом."
3996,66,258,"Łox äƛiru rayäru bišadyoł zahru anuru biyn yizir, elay bet’urno magalu kurnosi k’et’u bexunč’izaƛ’.","The third time they knew that there was no poison in the food they brought, because the cat for which a [piece of] bread was pulled out and thrown to, wouldn't die.","Когда в третий раз поставили еду, они поняли, что там яда нет, потому что кошка не сдохла после того, как ей бросили оттуда кусок хлеба."
3997,66,259,"Howži yołi yizide sadaq xannonan ax roqace išno.","Now, however, even the king ate together with them until his belly was full.","Затем вместе с ними ел досыта и хан."
3998,66,260,"Xizyo xanä esirno, ha eso, łas meži xexbi boqxo.","Afterwards the king asked: ""So tell me, whose children are you?""","Потом хан спросил: «Ну, расскажите, чьи вы дети будете?»"
3999,66,261,"Hemełƛ’o Beqes ʕUneyzatä kidbez q’ˤimƛ’ay pardagi roɣno caƛin eƛin, yedu yoł mesedyos žežu yołalini debi kidƛin.","Thereupon Sun's Uneyzat threw away the scarf off the girl's head and said: ""She is your daughter with the golden ponytail.","Вот тогда Солнечная Унейзат сорвала с головы девушки косынку и сказала: «Это твоя дочь с золотой косой."
4000,66,262,"Yeda marɣalyos k’icu yołalini debi uži yołƛin, eƛin neła nełaz xediwƛ’or bašan boyn ukarno.","And he is your son with the pearl tooth."", she said and pointed her finger to her husband.","А это твой сын с жемчужными зубами», - сказала она, указывая пальцем на своего мужа."
4001,66,263,"Xizyo ža xabar esanix yoqno, sis zown ɣˤana-xediw, žedus łˤono kidno zown.","Then she began to tell the story: ""Once upon a time there was a couple who had three daughters...""","Затем она начала рассказывать: «Жили-были муж и жена, у них были три дочери...»"
4002,66,264,"Hemedur yiła kinaw raqru šebin esin.","So she told everything that had happened.","Вот так Солнечная Унейзат поведала обо всем:"
4003,66,265,"Q’orola radirun, habihander yizi didur keze baqrułäyn, elo žedudäy xizor bäk’irułäyn, esnaza boyx zawru rek’mołäyn - nasin šebin Beqes ʕUneyzatä esin.","About what the widow did, and about how they met the miller, and about how they went back from there, and about the tricks that their sisters played - all these things Sun's Uneyzat told.","о том, что натворила вдова, как они попали к мельнику и ушли от него, какие подвохи устраивали сестры."
4004,66,266,"Yizi kecäsi yałzay, yizir ɣˤutkun di roys, yiziz ɣˤutkoxay, debez ɣˤutkoxor mesedyos ƛen di ersi.","""While they were asleep, I built a house for them, and I set up a golden bridge from their house to your house.""","«Когда они спали, я построила им дом и протянула золотую лестницу от твоего дома к их дому»."
4005,66,267,"Q’orolays makrubin, nukarzas heresiyawni xabaryabin, esnaza xanez baruł royx zawru rek’mozałäyn, nasin šebin neła roƛik’-nec’irno.","The widow's ruses, the henchmen's false stories, about the tricks that the sisters played on the king's wife, all these things she exposed.","Она разоблачила также уловки вдовы, лживые донесения нукеров, козни, что устраивали сестры жене хана, и многое другое."
4006,66,268,"Xizyo xanä nesä nesider goƛ’in barus esnabin, nukarbin, ža q’orolayn.","After that, the king invited to himself the wife's sisters, the henchmen and that widow.","После этого хан пригласил к себе сестер жены, нукеров и ту вдову."
4007,66,269,"Naʕanan boyn, žedu nasin raƛ’-močin xecirno maħor boxirno.","He cursed them, made them all leave the place and chased them outside.","Проклял их и выгнал прочь из этого ханства."
4008,66,270,"Ža reɣeni xaličan, beɣeni magalun bäqiru nukar yołi xanä wazirłunno oyn, kidno yegirno nesix, barun žanon req’ezi boqno.","The henchman who got the small mat and the small bread, however, the king made a vizier and married off his daughter to him, while he and his wife came to terms.","А того нукера, который получил маленький коврик и маленькую лепешку, хан определил визирем, выдал за него свою дочь, а сам помирился с женой."
4009,66,271,"Xanno, barun q’ˤimes ɣˤutka bičin, mezarno kidberno ec’no ɣˤutku rodin, Beqez ʕUneyzatä radiruni ɣˤutka žan, xediwn bičin.","The king and his wife lived in their own house, for the son-in-law and the daughter they built a new house and in the house that Sun's Uneyzat built lived she herself and her husband.","Хан и жена жили в своем доме, а для зятя и дочери построили новый дом, а в доме, который построила Солнечная Унейзат, она сама жила с мужем."
4010,66,272,"Nełƛ’ay soder łˤoran haq’uzas bigu ʕumru boqno.","As of then, the three families' lives became pretty.","С тех пор все эти три семьи жили прекрасной жизнью."
4011,66,273,"T’ok’ow elo ħukmatyołäy, žukani äƛiru pišan, žaħda-ħusudno, ħilla-rek’no łiyn.","From then on, bad deeds, conflicts and deception ceased to exist in the country.","Отныне в том ханстве все плохое, конфликты и интриги закончились."
4012,66,274,"Nagaħ ħalikataw, žuka žek’u yołƛin teqnäy, ħukmatyołäy maħor nedugani oxirxo zown, bac’c’adaw mečoƛ’ qˤaba t’ank’i erxoƛin.","If you ever heard about a mean and bad man, such a person will be chased outside of that country because he makes a black stain on a clean place.","Если услышат про какого-то человека, что он плохой, подлый, то его сразу же выгоняли из этого ханства, на чистом месте черное пятно, мол, образует."
4013,67,1,"Zownƛax zown anuƛax sis xan.","Once upon a time there was a king.","Был, говорят, или не был один хан."
4014,67,2,"Nesis zownƛax sistow sis uži.","He had just one single son.","У него был один единственный сын."
4015,67,3,"Nesiƛ’ cin Ismaʕilƛin zown.","His name was Ismail.","Его звали Исмаил."
4016,67,4,"Žaq ʕaƛno ƛˤeb yayzay soder, idur own muʕalimno, xanä ža ʕilmuƛ’or oɣno.","When the son became seven years old, the king brought a teacher into his home and he spent time on science.","Когда сыну исполнилось три года, хан пригласил домой учителя и обучал сына науке."
4017,67,5,"Muʕalimkin nesä maħor egirinč’iey, žaq darsi mołirxo ičirxo zown.","He didn't even let the teacher go outside until he finished teaching lessons to his son.","Он не выпускал из дома даже учителя, чтобы тот беспрерывно обучал сына."
4018,67,6,"Ismaʕilqo oc’ino biƛno ƛˤeb yaynosi, muʕalimä xanqo riyrno, ƛuza teł yołäsi reƛ täƛno nesirƛin.","When Ismail became eighteen years old, the teacher explained to the king: ""Do not give him meat that contains bones!""","Когда Исмаилу было восемнадцать, учитель предупредил хана: «Не давайте ему мясо с костью»."
4019,67,7,"Yisiq qu ƛˤeb yaynosi, riynč’ey reƛił ƛuza riqin.","When he became twenty years old, he found bones in his meat.","Когда ему исполнилось двадцать лет, ему нечаянно досталось мясо с костью."
4020,67,8,"Haqayn roɣno ža ƛuza Ismaʕila akiq karu šebinon rˤołun maħor roɣno rižirno.","Ismail took that bone out of his mouth and threw it outside, where it bored itself through the window and everything.","Исмаил извлек изо рта кость и выбросил на улицу, пробив насквозь занавеску и окно."
4021,67,9,"Neła ƛuza radiru qˤodaza beqes rešambi c’oxno.","Through the hole that the bone had made, the sun's ray shined.","Сквозь те щели, которые образовались от кости, пробивались лучи солнца."
4022,67,10,"Yedu šebi nece bercinaw šebinƛin, yeda rešambi riqiranix c’oxno.","""What beautiful thing is this?!"", he tried to catch the rays.","«Что это за столь красивая вещь?» - пытался он поймать лучи солнца."
4023,67,11,"Riqixa hudu yisiq beqes rešambi?","How could he get the sunrays like this?","Разве сможет он поймать луч солнца?"
4024,67,12,"Xizyo haqar mužno bisno, kodin bitin Ismaʕil q’ˤidar ʕaƛ’un.","Then foam came to his mouth, he touched his hair and fell down.","Исмаил потерял сознание и упал с пеной во рту."
4025,67,13,"Xanes užis roƛxoƛin, naysinan aħi-ħur rizin.","The rumor that the king's son is sick got everyhwere.","Повсюду пошел слух, что сын хана заболел."
4026,67,14,"ƛ’irir žas muʕalim ayn.","Suddenly the son's teacher came.","Вдруг появился учитель ханского сына."
4027,67,15,"Nesä eƛin, šida meža žar teƛxozo reƛił ƛuza xecäƛin.","He said: ""Why did you leave a bone in the meat that you gave your son?""","Он укорял: «Почему вы оставили кость в мясе, которое давали сыну?»"
4028,67,16,"Xizyo xanä naysinän xabaryabin regirno, kaɣatyabin caxno doxturbi goƛ’in.","After that, the king sent the news and wrote letters everywhere and invited doctors.","Затем повсюду сообщили, написали письма и пригласили докторов."
4029,67,17,"Łarnokin esa-risa koƛ’in anu šebi nesir raqrun, didiw nesir daru bodanixno.","But no one understood and could tell what happened to him, in order to prescribe him a medicine.","Но никто не смог толком объяснить, что с ним случилось, и какое лекарство ему выписать."
4030,67,18,"Nełƛ’osi yayn sida q’orolayä eƛin, ʕoƛira ɣudi uži meža sida ħala xec.","At that time came a widow and said: ""Leave the boy alone for seven days!","И вот примчалась одна вдова и сказала: «Оставьте юношу в покое в течение недели»."
4031,67,19,"Yisän sida kidbän ʕišq’us łin ħaƛun, yisis bašiqˤoy nełas bašiqor rayn, nełasgon Ismaʕilzo bašiqor raynƛin.","He and some girl drank a love potion, his ring came onto her finger, and hers came on Ismail's finger.""","Оказывается, он и одна девушка пили напиток любви, и его кольцо оказалось на ее пальце, а ее кольцо - на пальце Исмаила."
4032,67,20,"ʕOƛira ɣudƛ’aza Ismaʕilesno ričin, nesir darsi eranix muʕalimno ayn.","After seven days, Ismail got well, and the teacher came to teach him again.","Через неделю Исмаил выздоровел, и учитель снова пришел, чтобы обучать его."
4033,67,21,"ʕIšq’a halag adiru ʕoloqan žek’u darsimoƛ’orä reʕizi oqxo.","The young man, being excited by love, how could he have time for lessons?!","Но разве может учиться молодой человек, одержимый страстной любовью?"
4034,67,22,"Zamanaƛ’aza Qamardayƛin eƛixosi nesä nesis gulun bˤaƛo-k’ič’ayn, tupin ħiroqor kurno, Ismaʕil neła kidbeł xizay oqno.","After some time, Ismail saddled his horse named Qamarday, threw his rifle over his shoulder and went behind that girl.","Через некоторое время Исмаил оседлал своего коня по кличке Камардай, бросил на плечо ружье и поскакал за той девушкой."
4035,67,23,"Sis ħon xecin, q’ano ħon xecin, łˤono ħon xecin yeda q’ˤuya ħukmatyołxor ok’ełno.","He left one mountain behind himself, left two mountains behind himself, left three mountains behind himself and came into another country.","Оставил он одну гору, вторую, третью и очутился в другом ханстве."
4036,67,24,"Roƛiqur raynosi yeda sida ʕaƛarno ayn, adäza räsuru ɣˤutkaɣor ik’in.","At midnight he came into a village and went into the house that lay before him.","В полночь пришел он в одно село и зашел в первый попавшийся дом."
4037,67,25,"Tełxor oqnosi, elo yisir bercinaw, ozuri bic’äsi kid yesun.","After he went inside, he found a girl with beautiful eyes there.","Когда он зашел внутрь, увидел там красивую девушку с большими глазами."
4038,67,26,"Ismaʕilä esirno, t’o sasaqor iča behizi aqäƛin.","Ismail asked: ""May I spend the night here?""","Исмаил попросил ее, можно ли ему остаться на ночлег."
4039,67,27,"Aqƛin, eƛin roƛik’no žaƛer q’ˤurin teƛno, q’ˤida ičirno.","""You may."" she said, produced a chair, put it under the boy and sat him down.","Можно, мол, она подала ему скамейку и усадила."
4040,67,28,"Yisä esirno, debi eni-babiw yołäƛin.","He asked: ""Do you have parents?""","Он спросил, есть ли у нее родители."
4041,67,29,"Kidbä žawab teƛno, dey eniwn anu, babiwn anu, ʕoƛno esiw yołƛin.","The girl answered: ""I have neither mother nor father, [but] I have seven brothers.""","Девушка ответила: «У меня нет ни отца, ни матери, но есть семеро братьев»."
4042,67,30,"Žedu na yołƛin esirnosi, sosi esa retinč’ey yičäsi zown, xizyogon esin, di yok’ek’anixƛin maduhalłiq yałru xanes ozno rayn, žeduƛ’ biħanadaƛin bik’äsi dey ʕoƛnon esiwƛin.","When he asked: ""Where are they?"", she didn't want to tell it at first, but then she told: ""A king's army of a neighbouring country came to steal me, and my seven brothers went to fight against them.""","Когда он спросил, где они находятся, сначала она не хотела отвечать, но потом рассказала, что они отправились сражаться с войском соседнего ханства, которое приходило ее похитить."
4043,67,31,"Sasaqor elon ičin sasaqosi bˤaƛo-k’ič’ayn gulun Ismaʕil hunix oqƛ’oräy, kidbä eƛin, nagaħ dey esnabi debeł c’oxnäy, žedur kumak bodoƛin.","Ismail spent the night there; in the morning he saddled his horse and when he went on his way, the girl said: ""If you meet my brothers, help them!""","Исмаил переночевал там, утром оседлал и подготовил коня, а перед уходом девушка попросила: «Если ты встретишь моих братьев, помоги им»."
4044,67,32,"Elay izin ik’in bigtow manzil xecinosi, žedu esnabi biħanayx zawru mečoƛ’or ayn yeda.","He got up and went away, and when he left a great distance after himself, he came to the place where those brothers were fighting.","Поехал, оставил позади большое расстояние и попал туда, где сражались те братья."
4045,67,33,"Ismaʕila pikru bodin, ʕoƛiran esnazar kumak bodinäy, dandir biħanayxozoz rok’ƛ’or ray, dice č’uħaraw žek’u yoł yedaƛin, žedurgon kumak bodinäy, esnazaz rok’ƛ’or ray, dice ħalikataw žek’u yeda yołƛin.","Ismail thought: ""If I help the seven brothers, the ones they are fighting will notice what a proud man I am, but if I help them instead, the brothers will notice, what a mean man I am.""","Исмаил подумал: «Если я помогу семерым братьям, то те, что воюют против них, подумают, какой он гордый человек, а если помогу тем, братья подумают, какой он гнусный человек»."
4046,67,34,"Yisä ħukmu bodin, igorno ik’in salam teƛno bäsrur, di kumak bodanƛin.","He made a decision: ""I will go into the vicinity and greet them, and I will help those who answer my greeting.""","Он решил: «Подойду ближе и помогу тем, кто ответит на мое приветствие»."
4047,67,35,"Yizi biħanayxozo mečoƛ’or ayn, yisä salam teƛnosi, ʕoƛiran esnaza yisis salam butirno, yiziƛ’ biħanada bayrut’anibi yołi täqinč’irus riłe royn bičin.","He went to the place where they were fighting, and when he greeted them, the seven brothers gave back the greeting, the ones they were fighting however pretended not to have heard anything.","Добрался до места сражения, и на его приветствие ответили семеро братьев, а те, кто воевал с ними, сделали вид, будто не слышали."
4048,67,36,"Yizi esnazaqor Ismaʕilä eƛin, howži mežin xizoxno sisxoli di žedude dandir egirƛin.","Ismail said to those brothers: ""Now withdraw and let me go against them alone!""","После этого Исмаил сказал тем братьям; «Теперь немного отойдите назад и дайте одному мне воевать против них»."
4049,67,37,"Suƛƛi yeda Ismaʕil ozyoł łic’axrun, t’it’in bešerxotow bižix zown yisä xanes oz.","And immediately that Ismail joined that army and fell, cut down and took out the king's army.","И тут же Исмаил вступил в бой с войском, и стал его будто косой косить."
4050,67,38,"Baq’ˤu xalq’i bexurxo bukaynosi, ƛäxuru boxin bik’in.","Having seen the many killed people, the remaining ones ran away.","Увидев большие потери, оставшиеся спаслись бегством."
4051,67,39,"Howži yizi esnaza ħukmu bodin, yisi užä elur kumak bodinč’us yołi, yiła ƛˤoreł eli beɣa zows, horo ela yisix elus esiy yegiranƛin.","Now those brothers came to a decision: ""If that boy hadn't helped us, we would have been defeated in that war; so come, let's marry off our sister to him!""","Затем те братья пришли к такому выводу: «Если бы этот юноша нам не помог, мы бы в этом сражении потерпели бы поражение, поэтому давайте выдадим за него свою сестру»."
4052,67,40,"Eženi esiya eƛin Ismaʕilqor, mi č’uħizi oqinč’inäy, debex ela elus esiw yegiranƛin yoł eli.","The oldest brother said: ""If you are not too proud(?), we will marry off our sister to you.""","Старший брат сказал Исмаилу: «Если ты не против, мы выдадим за тебя свою сестру»."
4053,67,41,"Behizi raqƛin, razi oqno yeda.","""I permit it."", he agreed.","«Можно», - согласился он."
4054,67,42,"Howlay bik’in idur baynosi, bertenno bodin, esnaza žeda žedus esiw Ismaʕilxo yegirno.","From there they went home and arranged the marriage and the brothers married off their own sister to Ismail.","Оттуда они пошли домой, сыграли свадьбу и братья выдали свою сестру за Исмаила."
4055,67,43,"Neširu sadaq kecnosi, Ismaʕilä baħarayłno, nesä nesiłno roƛƛo bˤałäyn eqerno, debi ged ent’aɣor yaynäy, debi di meč’ beč’a yołƛin riyrno.","At night, when they were sleeping together, Ismail put a dagger inbetween his bride and himself: ""If your shirt comes onto my side, I will cut your neck!"", he explained.","Когда вечером Исмаил лег спать вместе с невестой, он положил посреди кинжал и предупредил ее: «Если твое платье окажется на моей стороне, я отрежу тебе голову»."
4056,67,44,"Šidaƛin, esirno neła.","""Why?"", she asked.","«Почему?» - удивилась она."
4057,67,45,"Ismaʕilä eƛin, där moƛał yukayru kid yiqizaƛ’or, di ɣˤanazaq reƛ’a atixosi anuƛin.","Ismail said: ""Until I get the girl that I saw in my dream, I will not lay hand on any woman.""","Исмаил объяснил ей, что, пока не достанет девушку, которую видел во сне, он не намерен касаться рукой других женщин."
4058,67,46,"Ža kidno esnazade xecin, yaraɣno ħiroq caƛin, guluƛ’no zown Ismaʕil oqno ik’in sida ʕaƛar ayn.","Ismail left that girl with her brothers, threw his weapon over his shoulder, mounted his horse, rode off and came to a village.","Исмаил оставил эту девушку с братьями, накинул оружие на плечо, сел на коня, помчался и приехал в одно село."
4059,67,47,"Elo sida azbarya teł yisir žek’u esun, ixiw ƛoħon c’idoƛ’ erno, simildi raħirxo.","There, inside a palace, he found a man who put a big pan onto the fire and cooked corn.","Там в одном дворце он встретил человека, который варил кукурузу в огромной кастрюле, поставив ее на огонь."
4060,67,48,"Igtow mekoyx oqzaƛ’, guluƛ’ay q’ˤidarno oqno, ƛoħayn roɣno, Ismaʕilä ax roqace simildi rac’no.","Because he became very hungry, Ismail got down of his horse, took a corncob out of the pan and ate his fill.","Сильно проголодавший Исмаил, слез с коня, вытащил из кастрюли кукурузу и досыта поел."
4061,67,49,"Sida zamanaƛ’aza ʕArabuzanƛin eƛixosi ɣˤanabi yayn, didiw žek’a ža dey simildi rac’xoƛin.","After some time, a woman named Arabuzan came: ""What man is eating my corn?!""","Через некоторое время там появилась женщина по имени Арабузан: «Что это за человек поедает мою кукурузу?»"
4062,67,50,"Di iłeni žek’a rac’xoƛin, et’un k’oƛin žawab teƛno Ismaʕilä nełar.","""A man like me is eating it!"", Ismail answered and jumped toward her.","«Ест человек наподобие меня», - вскочил Исмаил перед ней."
4063,67,51,"Alay-bulayƛin eƛixozo guluqorno qˤaƛin, ʕoƛira putce yoq’ˤiw kedonno yisno, ža Ismaʕilƛ’or yoqno.","She shouted after her horse names Alay-bulay, took a 7-pood heavy sledgehammer and went to Ismail.","Она позвала коня по кличке Алайбулай, взяла семипудовую кувалду и пошла на Исмаила."
4064,67,52,"Biƛira putcegon kedonno yisno, yedan et’un guluƛ’or k’oƛin.","He also took a sledgehammer of 8 pood and jumped onto his horse.","Он тоже схватил восьмипудовую кувалду и вскочил на коня."
4065,67,53,"Q’ˤanon kedonyabi sida sidqo rak’ruz ruk’yo, kodin bitin łaymoƛ’äyn bik’in Ismaʕilno, ʕArabuzanno guluƛ’ay bˤoƛ’un.","From the roar of hitting the two sledgehammers against one another, both Ismail and Arabuzan fainted, lost consciousness and fell of their horses.","От грохота двух кувалд Исмаил и Арабузан потеряли сознание и упали с коней."
4066,67,54,"Łaymoƛ’or aynosi, Ismaʕil nełde puħor k’oƛin.","When Ismail came to, he run to her side.","Когда Исмаил пришел в себя, он подошел к ней ближе."
4067,67,55,"Ungotow mi č’agu yołäƛin, esirno ʕArabuzanä yisiq, igor aynosi.","""Are you really alive?"", asked him Arabuzan, when he came close.","«Ты, правда, жив?» - удивленно спросила его Арабузан, когда он подошел."
4068,67,56,"Min ƛexuna yexunč’eyƛin, Ismaʕila nełaqno esirno, č’agu yesunäy, yowan mi diƛin.","""And did you survive too, without dying?"", Ismail asked her as well, ""If you're alive, then I will marry you.""","«Ты тоже что ли жива? - осведомился у нее Исмаил тоже, - если ты живая, то я женюсь на тебе»."
4069,67,57,"Behizi raqƛin, roži nełan teƛno.","""I permit it."", she gave her word.","«Можно», - она тут же выразила свое согласие."
4070,67,58,"Dibirno goƛ’in, nuʕbin bayrno, neła quł neširutown Ismaʕilä ʕArabuzan yown.","They called the mullah, let witnesses come and on that very day in the same evening, Ismail married Arabuzan.","Пригласили муллу, свидетелей, и в тот же вечер Исмаил женился на Арабузан."
4071,67,59,"Neširu mežaɣor bizinosi, Ismaʕila q’ˤunełno roƛƛo bˤałayn erno eƛin nełqor, howłaq ged yitirłi debi meč’, dey bˤałayƛin.","In the evening, when they got onto the bed, Ismail put a dagger in the middle between the two and said to her: ""If your shirt touches it, so will my dagger [touch] your neck.""","Когда вечером легли в постель, Исмаил положил посреди кинжал и предупредил ее: «Если твое платье коснется этого, то твоя шея, а мой кинжал»."
4072,67,60,"Nedur mi eƛanix ʕilla šebiƛin, ʕArabuzanä esirnosi, yisä eƛin, där moƛał yukayru kid yiqizaƛ’or di ɣˤanazaq reƛ’a atixosi anuƛin.","When Arabuzan asked: ""So what is your reason to say that?"", he said: ""Before I get the girl that I saw in my dreams, I will not lay my hand on a woman.""","Когда Арабузан спросила, в чем причина того, что он ей так заявил, он пояснил ей, что, пока не достану девушку, которую видел во сне, он не намерен касаться других женщин."
4073,67,61,"Sasaq qˤašinosi, Ismaʕil hunixor oqanix ħadur oqxo ukaynosi, ʕArabuzanä gulu bˤaƛoyn, din dowde sadaq yik’ixƛin.","After she got up in the morning and saw that Ismail was preparing to get on his way, Arabuzan harnessed her horse: ""I am going with you.""","Арабузан увидела, что Исмаил готовится отправиться в путь, и сказала, что тоже едет вместе с ним."
4074,67,62,"Guluzaƛ’ zown žedu bik’iƛ’oräy, yizi q’ˤuya ħukmatyołer bayn.","While they rode on their horses, they came to another country.","Они сели, помчались на конях и очутились в другом ханстве."
4075,67,63,"ʕUraw zaman bik’inosi yizi sidaɣ šaharyar bayn.","Much time passed by and they came to a city somewhere.","Прошло много времени, и они оказались в одном городе."
4076,67,64,"Elo adäz räsuru ɣˤutkoxorno bik’in ac deqƛirnosi, tełäzay yeže ɣˤanabi yoƛixno.","There they went to the house that was just ahead, and after they knocked at the door, an old woman appeared from the inside.","Там подошли к первому попавшемуся дому, постучались в дверь, и оттуда вышла старая женщина."
4077,67,65,"Sasaqor biča moči yołäƛin, esirnosi, neła eƛin, sasaqor biča močiƛa yoł, mežuƛ waħħo kuranix muži anuƛin.","When they asked: ""Is there a place [for us] to stay until tomorrow?"", she said: ""There is some place to stay until tomorrow, but there is no mattress to spread out under you.""","Когда спросили, есть ли возможность остановиться на ночлег, она ответила, что место есть, но нет матраса, чтобы постелить для них."
4078,67,66,"Xizyo ʕArabuzanä qot ric’no micxir teƛno nełaqor enłaƛ elur retixosi šebin risoƛin.","Then Arabuzan gave her a handfull of money: ""Buy the things we want with it!""","Тогда Арабузан дала ей полную горсть денег: «На это купи все, что нам нужно»."
4079,67,67,"Yizin yik’in yeženä risno mužibin, bišanin, guluzar bixno rayrno yayn.","The old one got up and went away, bought and brought a mattress, something to eat and hay for the horses.","Встала старуха, пошла, купила и принесла матрасы, еду и сено для коней."
4080,67,68,"Hemedur yizi elo sasaqor bičin.","So they stayed there until the morning.","Вот так они остались там до утра."
4081,67,69,"Sida mixƛ’aza roƛiqur zurma-q’ilis ruk’ teqno.","After some time, at mitnight, they heard the sound of zurnas and drums.","Через некоторое время они услышали звуки зурны и барабана."
4082,67,70,"Ismaʕila esirno, yedu zurma-q’ilis ruk’ nazay där teqxoƛin.","Ismail asked: ""From where am I hearing the sound of zurnas and drums?""","Исмаил спросил, откуда это он слышит звук зурны и барабана."
