ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Text_ID,Russian_Translation,Part_of_Speech
75-27,dido1241,Ža aɣin bižin bełiqus uži xander ik’in.,ža\taɣi-n\tb-iži-n\tbełiqu-s\tuži\txan-der\tik’i-n,DEM1.SG\tbird-TOP\tIII-carry-PFV.CVB\thunter-GEN1\tson\tkhan-APUD.LAT\tgo-PST.UNW,The hunter's son carried the bird to the king.,stan1293,,75,Сын охотника с этой птицей пошел к хану.,pron	n3-suf	pref-v-vsuf	n1-nsuf	n1	n1-nsuf	v-vsuf
75-28,dido1241,Aɣi bukayruntow nełaz maʕdinłiƛ’no ezun xan haqa ogun ƛexun.,aɣi\tb-ukad-run-tow\tneła-z\tmaʕdinłi-ƛ’-n\tezu-n\txan\thaqu-a\togu-n\tƛexu-n,bird\tIII-see-IMM.ANT.CVB-EMPH\tDEM1.IISG.OBL-GEN2\tbeauty-SUPER.ESS-TOP\tlook-PFV.CVB\tkhan\tmouth-IN.ESS\tgape-PFV.CVB\tremain-PST.UNW,"When the king saw the bird, he stood there gaping about its beauty.",stan1293,,75,"Увидев птицу, хан был поражен ее красотой.",n3	pref-v-vsuf-suf	pron-nsuf	n4-nsuf-suf	v-vsuf	n1	n2-nsuf	v-vsuf	v-vsuf
75-29,dido1241,"Šebi yiłas micxir bäčiƛin, esirno xanä.",šebi\tyiła-s\tmicxir\tb-iči-ƛin\tesir-n\txan-a,what\tDEM2.IISG.OBL-GEN1\tmoney\tIII-be-QUOT\task-PST.UNW\tkhan-ERG,"""What will its price be?"" the king asked.",stan1293,,75,"""Какова цена этой птицы"", - осведомился хан.",pron	pron-nsuf	n3	pref-v-suf	v-vsuf	n1-nsuf
75-30,dido1241,"Debez roƛik’a xanłiƛ neƛanƛin, eƛin bełiquz užä xanqor.",mi-z\tr-oƛik’u\txanłi-ƛ\tneƛ-an-ƛin\teƛi-n\tbełiqu-z\tuži-a\txan-qor,you-GEN2\tIV-half\tkhanate-SUB.ESS\tsell-FUT.DEF-QUOT\tsay-PST.UNW\thunter-GEN2\tson-ERG\tkhan-POSS.LAT,"""For your half kingdom I will sell it,"" said the hunter's son to the king.",stan1293,,75,"«За половину твоего ханства продам», - предложил хану сын охотника.",pron-nsuf	pref-adj	n4-nsuf	v-vsuf-suf	v-vsuf	n1-nsuf	n1-nsuf	n1-nsuf
75-31,dido1241,"Roƛik’u xanłin teƛno, xanä bisno ža.",r-oƛƛik’u\txanłi-n\tteƛ-n\txan-a\tb-is-n\tža,IV-half\tkhanate-TOP\tgive-PFV.CVB\tkhan-ERG\tIII-buy-PST.UNW\tDEM1.SG,The king gave him half the kingdom and bought the bird.,stan1293,,75,Отдал хан ему полханства и купил ее.,pref-adj	n4-suf	v-vsuf	n1-nsuf	pref-v-vsuf	pron
75-32,dido1241,Howži xaner retäsi zown neła aɣez bikyos boko bodanix.,howži\txan-r\tr-eti-asi\tzow-n\tneła\taɣi-z\tbik-s\tboko\tb-odi-ani-x,now\tkhan-LAT\tIV-want-RES.PRT\tbe.NPRS-PST.UNW\tDEM1.IISG.OBL\tbird-GEN2\thide-GEN1\tfur.coat\tIII-do-MSD-AD.ESS,Now the king wanted to make a coat out of that bird's hide.,stan1293,,75,Потом хан захотел сшить себе бурку из кожи той птицы.,adv	n1-nsuf	pref-v-vsuf	v-vsuf	pron	n3-nsuf	n3-nsuf	n3	pref-v-deriv-nsuf
75-33,dido1241,Boko bodacetow ʕeze boqno anu ža.,boko\tb-odi-ace-tow\tʕeze\tb-oq-n\tanu\tža,fur.coat\tIII-do-TERM-EMPH\tbe.enough\tIII-become-PST.UNW\tbe.NEG\tDEM1.SG,But it was not enough to make the coat.,stan1293,,75,Ее не хватило на бурку.,n3	pref-v-vsuf-suf	comp	pref-v-vsuf	v	pron
75-34,dido1241,"Wizirä xanqor eƛin, hemeła qalamä teł sis aɣi yoł, nełasgo bik boqnäy, debez bokor ʕeze baqƛin.",wizir-a\txan-qor\teƛi-n\themeła\tqala-a\tteł\tsis\taɣi\tyoł\tneła-s-go\tbik\tb-oq-näy\tmi-z\tboko-r\tʕeze\tb-oq-ƛin,vizier-ERG\tkhan-POSS.LAT\tsay-PST.UNW\tDEM4.IISG.OBL\tfortress-IN.ESS\tinside\tone\tbird\tbe\tDEM1.IISG.OBL-GEN1-COND\thide\tIII-become-CND.CVB\tyou-GEN2\tfur.coat-LAT\tbe.enough\tIII-become-QUOT,"The vizier said to the king, ""In that fortress there is a bird, if you can get its hide, it will be enough for your coat.""",stan1293,,75,"Визирь посоветовал хану: «В той крепости есть одна птица, если достанем ее кожу, думаю, что хватит для твоей бурки».",n1-nsuf	n1-nsuf	v-vsuf	pron	n3-nsuf	post	num	n3	v	pron-nsuf-suf	n3	pref-v-vsuf	pron-nsuf	n3-nsuf	comp	pref-v-suf
75-35,dido1241,"Xanä neła aɣeł xizay baq’ˤu nukarbi begirno, hudun didurnokin žeduq ža biqin anu.",xan-a\tneła\taɣi-ł\txizay\tb-aq’ˤu\tnukar-bi\tb-egir-n\thudun\tdidur-n-kin\tžedu-q\tža\tb-iqi-n\tanu,khan-ERG\tDEM1.IISG.OBL\tbird-CONT.ESS\tbehind\tIII-many\thenchman-PL\tI.PL-send-PFV.CVB\tnevertheless\thow-TOP-even\tDEM1.IPL.OBL-POSS.ESS\tDEM1.SG\tIII-get-PST.UNW\tbe.NEG,The king sent many henchman after that bird they didn't get the bird in any way.,stan1293,,75,"Хан посылал за этой птицей много нукеров, но они никак не смогли ее поймать.",n1-nsuf	pron	n3-nsuf	post	pref-adj	n1-nsuf	pref-v-vsuf	adv	pron-suf-suf	pron-nsuf	pron	pref-v-vsuf	v
75-36,dido1241,"Xizyo nesi nukarä xanqor eƛin, howža bełiqus uži egirčey neła aɣił xizay, nesä biqär žaƛin.",xizyo\tnesi\tnukar-a\txan-qor\teƛi-n\thowža\tbełiqu-s\tuži\tegir-čey\tneła\taɣi-ł\txizay\tnesi-a\tb-iqir\tža-ƛin,afterwards\tDEM1.ISG.OBL\thenchman-ERG\tkhan-POSS.LAT\tsay-PST.UNW\tDEM4.SG\thunter-GEN1\tson\tsend-INTS\tDEM1.IISG.OBL\tbird-CONT.ESS\tbehind\tDEM1.ISG.OBL-ERG\tIII-catch\tDEM1.SG-QUOT,"Then the henchman said to the king, ""Send that hunter's son after the bird, he will catch it.""",stan1293,,75,"Затем тот нукер предложил хану: «Вот того сына охотника отправь за той птицей, он ее поймает».",adv	pron	n1-nsuf	n1-nsuf	v-vsuf	pron	n1-nsuf	n1	v-vsuf	pron	n3-nsuf	post	pron-nsuf	pref-v	pron-suf
75-37,dido1241,"Hemełƛ’otow xanä nukar egirno, bełiquz žał xizay.",hemeł-ƛ’-tow\txan-a\tnukar\tegir-n\tbełiqu-z\tuži-ł\txizay,DEM4.IISG.OBL-SUPER.ESS-EMPH\tkhan-ERG\thenchman\tsend-PST.UNW\thunter-GEN2\tson-CONT.ESS\tbehind,Upon that the king sent a henchman after the hunter's son.,stan1293,,75,Тут же хан послал нукера за сыном охотника.,pron-nsuf-suf	n1-nsuf	n1	v-vsuf	n1-nsuf	n1-nsuf	post
75-38,dido1241,"Ik’in k’oƛin nukarä bełiquz žaqor eƛin, mi xanä goƛ’ixƛin.",ik’i-n\tk’oƛi-n\tnukar-a\tbełiqu-z\tuži-qor\teƛi-n\tmi\txan-a\tgoƛ’i-x-ƛin,go-PFV.CVB\trun-PFV.CVB\thenchman-ERG\thunter-GEN2\tson-POSS.LAT\tsay-PST.UNW\tyou\tkhan-ERG\tinvite-PRS-QUOT,"The henchman ran off and told the hunter's son, ""The king invites you.""",stan1293,,75,"Зашел нукер и передал сыну охотника, что его вызывает хан.",v-vsuf	v-vsuf	n1-nsuf	n1-nsuf	n1-nsuf	v-vsuf	pron	n1-nsuf	v-vsuf-suf
75-39,dido1241,"Xizyo babiya žaqor eƛin, ele uži, di eƛix zownč’a dowqor ža bercinawni aɣi bexarno mi, šomoraxno žuk roqa yoł deber, howži rok’ƛ’or ayxa di.",xizyo\tbabiw-a\tuži-qor\teƛi-n\tele\tuži\tdi\teƛi-x\tzow-č’u-a\tmi-qor\tža\tbercinaw-ni\taɣi\tb-exur-n\tmi\tšomorax-n\tžuk\tr-oq-a\tyoł\tmi-r\thowži\trok’u-ƛ’or\tay-x-a\tdi,afterwards\tfather-ERG\tson-POSS.LAT\tsay-PST.UNW\tthere\tson\tme\tsay-IPFV.CVB\tbe.NPRS-NEG.PST.WIT-PST.WIT.INT\tyou-POSS.LAT\tDEM1.SG\tbeautiful-DEF\tbird\tIII-kill-PROHIB\tyou\thow.often-TOP\tworse\tIV-become-INF\tbe\tyou-LAT\tnow\theart-SUPER.LAT\tcome-PRS-Q\tme,"Afterwards the father said to his son, ""There, son, didn't I say to you not to kill that beautiful bird, or bad things would happen to you ever so often, have you understood this now?",stan1293,,75,"После этого отец упрекал сына: «Вот, сыночек, я же тебе говорил, не убивай ту красивую птицу, еще много раз станет тебе плохо, сейчас хоть вспоминаешь меня?",adv	n1-nsuf	n1-nsuf	v-vsuf	adv	n1	pron	v-vsuf	v-vsuf-vsuf	pron-nsuf	pron	adj-suf	n3	pref-v-vsuf	pron	adv-suf	adj	pref-v-vsuf	v	pron-nsuf	adv	n4-nsuf	v-vsuf-suf	pron
75-40,dido1241,"Rik’i-näxru łinasno esin ži elur payda anu, oqzaƛ’ mi xanderno ik’i eƛo nesiqor, mi äƛiru šebin t’ubazi roda keze roqnäy bigu gulun, rigu tupin rätiƛin.",r-ik’i-nex-ru\tłina-s-n\tesi-n\tži\telu-r\tpayda\tanu\toq-zaƛ’\tmi\txan-der-n\tik’i\teƛi-o\tnesi-qor\tmi\teƛi-ru\tšebi-n\tt’ubazi\tr-odi-a\tkeze\tr-oq-näy\tb-igu\tgulu-n\tr-igu\ttupi-n\tr-eti-ƛin,IV-walk.about-PST.PRT\twhat.OBL-GEN1-TOP\ttell-PFV.CVB\tnow\twe(I).OBL-LAT\tuse\tbe.NEG\tbecome-CSL.CVB\tyou\tkhan-APUD.LAT-TOP\tgo\tsay-IMPR\tDEM1.ISG.OBL-POSS.LAT\tyou\tsay-PST.PRT\twhat-TOP\tfulfill\tIV-do-INF\tmeet\tIV-become-CND.CVB\tIII-good\thorse-and\tIV-good\trifle-and\tIV-want-QUOT,"But speaking of things past is of no use for us, because of that, go to the king and tell him, ""If I shall fulfill what you said, I want a good horse and a good rifle.",stan1293,,75,"Но говорить сейчас о том, что прошло, бесполезно, поэтому иди к хану и скажи ему, что нужны хороший конь и хорошее ружье, чтобы исполнить то, что он сказал.",pref-v-vsuf	pron-nsuf-suf	v-vsuf	adv	pron-nsuf	n3	v	v-vsuf	pron	n1-nsuf-suf	v	v-vsuf	pron-nsuf	pron	v-vsuf	pron-suf	comp	pref-v-vsuf	comp	pref-v-vsuf	pref-adj	n3-suf	pref-adj	n4-suf	pref-v-suf
75-41,dido1241,"Xizyo mi däder horo debertown aq’ˤlu betin besunäyƛin, bełiqa xandäɣor uži egirno.",xizyo\tmi\tdi-der\thoro\tmi-r-tow-n\tʕaq’lu\tb-eti-n\tb-esu-näy-ƛin\tbełiqu-a\txan-däɣor\tuži\tegir-n,afterwards\tyou\tme-APUD.LAT\tcome.IMPR\tyou-LAT-EMPH-TOP\tadvice\tIII-want-PFV.CVB\tIII-appear-CND.CVB-QUOT\thunter-ERG\tkhan-APUD.VERS\tson\tsend-PST.UNW,"Then come to me, in case you want some advice,"" and the hunter sent his son to the king.",stan1293,,75,"Затем приходи ко мне, если будешь нуждаться в совете». И охотник отправил сына к хану.",adv	pron	pron-nsuf	v	pron-nsuf-suf-suf	n3	pref-v-vsuf	pref-v-vsuf-suf	n1-nsuf	n1-nsuf	n1	v-vsuf
75-42,dido1241,"Xanä bełiquz žaqor eƛin, sida ezä teł aɣi yołƛin teqxo, där howžan bown horo miƛin.",xan-a\tbełiqu-z\tuži-qor\teƛi-n\tsida\tez-a\tteł\taɣi\tyoł-ƛin\tteq-x\tdi-r\thowža-n\tb-ow-n\thoro\tmi-ƛin,khan-ERG\thunter-GEN2\tson-POSS.LAT\tsay-PST.UNW\tone.OBL\tfortress-IN.ESS\tinside\tbird\tbe-QUOT\thear-PRS\tme-LAT\tDEM4.SG-TOP\tIII-bring-PFV.CVB\tcome.IMPR\tyou-QUOT,"The king said to the hunter' son, ""Inside a fortress there is a bird, I hear; bring it to me!""",stan1293,,75,"Хан сказал сыну охотника: «Слышал, что в одной крепости находится птица, возьми и принеси мне ее».",n1-nsuf	n1-nsuf	n1-nsuf	v-vsuf	num	n4-nsuf	post	n3	v-suf	v-vsuf	pron-nsuf	pron-suf	pref-v-vsuf	v	pron-suf
75-43,dido1241,"Ža nesiqor äƛiru šebin rodaniƛäy, xanä nesiqor nesä äƛiru gulun, tupin teƛno.",ža\tnesi-qor\teƛi-ru\tšebi-n\tr-odi-ani-ƛay\txan-a\tnesi-qor\tnesi-a\teƛi-ru\tgulu-n\ttupi-n\tteƛ-n,DEM1.SG\tDEM1.ISG.OBL-POSS.LAT\tsay-PST.PRT\twhat-TOP\tIV-do-MSD-SUB.ABL\tkhan-ERG\tDEM1.ISG.OBL-POSS.LAT\tDEM1.ISG.OBL-ERG\tsay-PST.PRT\thorse-and\trifle-and\tgive-PST.UNW,"For doing what he said, the king gave him the horse and the rifle he had asked for.",stan1293,,75,"Чтобы выполнить свою просьбу, хан дал ему коня на выбор и ружье.",pron	pron-nsuf	v-vsuf	pron-suf	pref-v-deriv-nsuf	n1-nsuf	pron-nsuf	pron-nsuf	v-vsuf	n3-suf	n4-suf	v-vsuf
75-44,dido1241,Xizyo yeda xizor utin babiwdäɣor nexno.,xizyo\tyeda\txizor\tuti-n\tbabiw-däɣor\tnex-n,afterwards\tDEM2.ISG\tback\treturn-PFV.CVB\tfather-APUD.VERS\tcome-PST.UNW,Then he came back to his father.,stan1293,,75,После чего он вернулся к отцу.,adv	pron	adv	v-vsuf	n1-nsuf	v-vsuf
75-45,dido1241,"Nesä žaq mołin, mi roƛiqur ezmoxorno ik’i, waħaza gulun bicin, qidoq soderno izin, sasoxay ža aɣin bisno q’ˤidar oqƛin.",nesi-a\tža-q\tmołi-n\tmi\troƛiqur\tez-xor-n\tik’i\twaħo-aza\tgulu-n\tb-ici-n\tqido-q\tsoder-n\tizi-n\tsaso-xay\tža\taɣi-n\tb-is-n\tq’ˤida-r\toq-ƛin,DEM1.ISG.OBL-ERG\tDEM1.SG-POSS.ESS\tteach-PST.UNW\tyou\tat.midnight\tfortress-AD.LAT-TOP\tgo\tbelow-IN.VERS.DIST\thorse-TOP\tIII-tie-PFV.CVB\twall-POSS.ESS\tupward-TOP\tget.up-PFV.CVB\tnoise -IMPR-AD.ABL\tDEM1.SG\tbird-TOP\tIII-take-PFV.CVB\tdown-LAT\tbecome-QUOT,"He taught him, ""At midnight, go to the fortress, tie your horse below it, get up the wall, take the bird while it is dark and get down!",stan1293,,75,"Тот советовал сыну: «В полночь подойди к крепости, привяжи коня снизу, поднимись по стене и, пока темно, возьми ту птицу и спускайся вниз.",pron-nsuf	pron-nsuf	v-vsuf	pron	adv	n4-nsuf-suf	v	adv-nsuf	n3-suf	pref-v-vsuf	n3-nsuf	adv-suf	v-vsuf	n3    -vsuf-nsuf	pron	n3-suf	pref-v-vsuf	adv-nsuf	v-suf
75-46,dido1241,"Qˤašizaƛ’or mi guluƛ’or izinč’inäy, qalamxo bičixozo qarawulza mi iqärƛin, eƛin babiya uži hunix egirno.",qˤaši-zaƛ’or\tmi\tgulu-ƛ’or\tizi-č’i-näy\tqala-x\tb-iči-x-zo\tqarawul-bi-a\tmi\tiqir-ƛin\teƛi-n\tbabiw-a\tuži\thuni-x\tegir-n,dawn-POST.CVB\tyou\thorse-SUPER.LAT\tget.up-NEG.FUT.CVB-CND.CVB\tfortress-AD.ESS\tIII-wait-IPFV.CVB-ATTR.OBL\tguard-PL-ERG\tyou\tcatch-QUOT\tsay-PST.UNW\tfather-ERG\tson\tway-AD.ESS\tsend-PST.UNW,"If you don't get on your horse before it dawns, the guards who are waiting at the fortress will catch you!"" the father said and sent his son away.",stan1293,,75,"Если до наступления рассвета ты не сядешь на коня, охранники, которые стоят у крепости, поймают тебя». И проводил сына в путь.",v-vsuf	pron	n3-nsuf	v-vsuf-vsuf	n3-nsuf	pref-v-vsuf-suf	n1-nsuf-nsuf	pron	v-suf	v-vsuf	n1-nsuf	n1	n4-nsuf	v-vsuf
75-47,dido1241,"Babiya äƛiruxorno rodin, žoyä biqirno aɣi bižin xanqor teƛno.",babiw-a\teƛi-ru-xor-n\tr-odi-n\tuži-a\tb-iqir-n\taɣi\tb-iži-n\txan-qor\tteƛ-n,father-ERG\tsay-PST.PRT-AD.LAT-TOP\tIV-do-PFV.CVB\tson-ERG\tIII-take.away-PFV.CVB\tbird\tIII-carry-PFV.CVB\tkhan-POSS.LAT\tgive-PST.UNW,"The son did as the father said, caught the bird, carried it with him and gave it to the king.",stan1293,,75,"Сын поступил так, как сказал отец, поймал птицу, отнес и отдал хану.",n1-nsuf	v-vsuf-nsuf-suf	pref-v-vsuf	n1-nsuf	pref-v-vsuf	n3	pref-v-vsuf	n1-nsuf	v-vsuf
75-48,dido1241,Howži xanä neła aɣiqayn bik boɣno.,howži\txan-a\tneła\taɣi-qay-n\tbik\tb-oɣ-n,now\tkhan-ERG\tDEM1.IISG.OBL\tbird-POSS.ABL-TOP\thide\tIII-take.away-PST.UNW,Now the king took away the hide from that bird as well.,stan1293,,75,Хан снял кожу и с той птицы.,adv	n1-nsuf	pron	n3-nsuf-suf	n3	pref-v-vsuf
75-49,dido1241,"Q’ˤunan aɣzas bik bokorno, k’ukyorno ʕeziyaw boqno.",q’ˤuna-n\taɣi-bi-s\tbik\tboko-r-n\tk’uk-r-n\tʕeziyaw\tb-oq-n,two.OBL-TOP\tbird-PL-GEN1\thide\tfur.coat-LAT-and\tcap-LAT-and\tmuch\tIII-become-PST.UNW,The hide of the two birds was enough for the coat and the cap.,stan1293,,75,Кожи двух птиц хватило на изготовление бурки и шапки.,num-suf	n3-nsuf-nsuf	n3	n3-nsuf-suf	n3-nsuf-suf	adv	pref-v-vsuf
75-50,dido1241,Hoboygon xan žedu raqˤanix žek’u iqinč’ey ƛexun.,hoboy-gon\txan\tžedu\tr-aqˤu-ani-x\tžek’u\tiqi-č’ey\tƛexu-n,now-CNTR\tkhan\tDEM1.IIPL\tIII.PL-sew-MSD-AD.ESS\tman\tget-NEG.PST.CVB\tremain-PST.UNW,But now the king didn't have anyone to sew them.,stan1293,,75,"Но теперь у хана не было портного, чтобы их сшить.",adv-suf	n1	pron	pref-v-deriv-nsuf	n1	v-vsuf	v-vsuf
75-51,dido1241,"Xizyogon nukarä xanqor eƛin, raładno boɣno bitaz puƛ’aza yołƛin teqxo bokobin, k’ukyabin raqˤuxosi kidƛin, nełał xizaygon elor egiranix bełiquz užiƛ’ay mustaħiq’aw žek’un anuƛin.",xizyogon\tnukar-a\txan-qor\teƛi-n\traład-n\tb-oɣ-n\tbita-az\tpu-ƛ’aza\tyoł-ƛin\tteq-x\tboko-bi-n\tk’uk-bi-n\tr-aqˤu-xosi\tkid-ƛin\tneła-ł\txizay-gon\telo-r\tegir-ani-x\tbełiqu-z\tuži-ƛ’ay\tmustaħiq’aw\tžek’u-n\tanu-ƛin,again\thenchman-ERG\tkhan-POSS.LAT\tsay-PST.UNW\tsea-TOP\tIII-cross-PFV.CVB\tdistance-IN.ESS.DIST\tside-SUPER.VERS.DIST\tbe-QUOT\thear-PRS\tfur.coat-PL-and\tcap-PL-and\tIII.PL-sew-PRS.PRT\tgirl-QUOT\tDEM1.IISG.OBL-CONT.ESS\tbehind-CNTR\tthere-LAT\tsend-MSD-AD.ESS\thunter-GEN2\tson-SUPER.ABL\tsuitable\tman-TOP\tbe.NEG-QUOT,"Again the henchman said to the king, ""On the other side of the sea, as I have heard, lives girl wo sews coats and caps; there is no man more suitable than the hunter's son to be sent there after her.""",stan1293,,75,"Тогда нукер сказал хану: «На той стороне моря, говорят, живет девушка, которая шьет бурки и шапки, а чтобы отправиться туда за ней, нет более подходящего человека, чем сын охотника».",adv	n1-nsuf	n1-nsuf	v-vsuf	n3-suf	pref-v-vsuf	n-nsuf	n3-nsuf	v-suf	v-vsuf	n3-nsuf-suf	n3-nsuf-suf	pref-v-vsuf	n2-suf	pron-nsuf	post-suf	adv-nsuf	v-deriv-nsuf	n1-nsuf	n1-nsuf	adj	n1-suf	v-suf
75-52,dido1241,Xanä bełiqus uži nesä nesider goƛ’in.,xan-a\tbełiqu-s\tuži\tnesi-a\tnesi-der\tgoƛ’i-n,khan-ERG\thunter-GEN1\tson\tDEM1.ISG.OBL-ERG\tDEM1.ISG.OBL-APUD.LAT\tinvite-PST.UNW,The king invited the hunter's son to himself.,stan1293,,75,Хан позвал к себе сына охотника.,n1-nsuf	n1-nsuf	n1	pron-nsuf	pron-nsuf	v-vsuf
75-53,dido1241,"Xander ik’a adäza, babiya užiqor eƛin, howži roda šebin anu, dey uži, mi eƛo xanqor mesedyos bic’no q’ili neƛnäy, guluzaz reqenyołäy sis bigu gulu łet’an egirnäy, di neła kidbeł xizay ik’anƛin.",xan-der\tik’i-a\tadäza\tbabiw-a\tuži-qor\teƛi-n\thowži\tr-odi-a\tšebin\tanu\tdi-s\tuži\tmi\teƛi-o\txan-qor\tmesed-s\tb-ic’-n\tq’ili\tneƛ-näy\tgulu-bi-z\treqen-łay\tsis\tb-igu\tgulu\tłet’i-an\tegir-näy\tdi\tneła\tkid-ł\txizay\tik’i-an-ƛin,khan-APUD.LAT\tgo-INF\tbefore\tfather-ERG\tson-POSS.LAT\tsay-PST.UNW\tnow\tIV-do-INF\tthing\tbe.NEG\tme-GEN1\tson\tyou\tsay-IMPR\tkhan-POSS.LAT\tgold-GEN1\tIII-fill-PFV.CVB\tqili\tgive-CND.CVB\thorse-PL-GEN2\therd-CONT.ABL\tone\tIII-good\thorse\tpick-FUT.CVB\tlet-CND.CVB\tme\tDEM1.IISG.OBL\tgirl-CONT.ESS\tbehind\tgo-FUT.DEF-QUOT,"Before going to the king, the father said to the son, ""Now there's nothing one can do, my son, say to the king, 'If you give me a qili filled with gold and if you let me pick a good horse from the herd, I will go behind that girl'!""",stan1293,,75,"Прежде чем пойти к хану, отец советовал сыну: «Сыночек, теперь делать нечего, скажи хану, если даст тебе мерку, полную золота, и даст выбрать хорошего коня из табуна, ты пойдешь за той девушкой».",n1-nsuf	v-vsuf	post	n1-nsuf	n1-nsuf	v-vsuf	adv	pref-v-vsuf	n4	v	pron-nsuf	n1	pron	v-vsuf	n1-nsuf	n3-nsuf	pref-v-vsuf	n3	v-vsuf	n3-nsuf-nsuf	n3-nsuf	num	pref-adj	n3	v-vsuf	v-vsuf	pron	pron	n2-nsuf	post	v-vsuf-suf
75-54,dido1241,"Mesedyos bic’no q’ilin bayrno, guluƛ’no zown xandäy uži xizo-q’ˤimer utin idur ayn.",mesed-s\tb-ic’-n\tq’ili-n\tb-ayr-n\tgulu-ƛ’-n\tzow-n\txan-day\tuži\txizo-q’ˤimer\tuti-n\tidu-r\tay-n,gold-GEN1\tIII-fill-PFV.CVB\tqili-and\tIII-bring-PFV.CVB\thorse-SUPER.ESS-and\tride-PFV.CVB\tkhan-APUD.ABL\tboy\tback\treturn-PFV.CVB\thome-LAT\tcome-PST.UNW,"Bringing the gold-filled qili and riding on a horse, the boy came back home from the king.",stan1293,,75,"Сын вернулся от хана на коне и с меркой, полной золота.",n3-nsuf	pref-v-vsuf	n3-suf	pref-v-vsuf	n3-nsuf-suf	v-vsuf	n1-nsuf	n1	adv	v-vsuf	adv-nsuf	v-vsuf
75-55,dido1241,"Hunix egirƛ’oräy, bełiqa žaqor eƛin, hunix šebigon dandir c’oxłin, mi nełar kumak bodoƛin.",huni-x\tegir-ƛ’oräy\tbełiqu-a\tuži-qor\teƛi-n\thuni-x\tšebi-gon\tdandir\tc’ox-łin\tmi\tneła-r\tkumak\tb-odi-o-ƛin,way-AD.ESS\tsend-SIM.CVB\thunter-ERG\tson-POSS.LAT\tsay-PST.UNW\tway-AD.ESS\twho-CNTR\ttowards\tmeet-CNC.CVB\tyou\tDEM1.IISG.OBL-LAT\thelp\tIII-do-IMPR-QUOT,"While sending him on his way, the hunter told his son, ""No matter whom you may meet on your way, help them!""",stan1293,,75,"Перед тем как сын отправился в путь, охотник посоветовал ему помогать всем, кого бы он ни встретил по пути.",n4-nsuf	v-vsuf	n1-nsuf	n1-nsuf	v-vsuf	n4-nsuf	pron-suf	adv	v-vsuf	pron	pron-nsuf	n3	pref-v-vsuf-suf
75-56,dido1241,"Xanä taƛru mesedyos bit-nitazasini ħurženyabin ric’no, guluƛ’no zown bełiqus uži hunix oqno.",xan-a\tteƛ-ru\tmesed-s\tbit-nit-aza-si-ni\tħuržen-bi-n\tr-ic’-n\tgulu-ƛ’-n\tzow-n\tbełiqu-s\tuži\thuni-x\toq-n,khan-ERG\tgive-PST.PRT\tgold-GEN1\teverywhere-IN.VERS.DIST-ATTR-DEF\tbag-PL-TOP\tIV-fill-PFV.CVB\thorse-SUPER.ESS-TOP\tride-PFV.CVB\thunter-GEN1\tson\tway-AD.ESS\tbecome-PST.UNW,"Having filled his bags everywhere with the gold that the king gave him, the hunter's son mounted his horse and went on his way.",stan1293,,75,"Наполнил сын охотника тем золотом, что дал ему хан, обе чересседельные сумки, сел на коня и тронулся в путь.",n1-nsuf	v-vsuf	n3-nsuf	adv-nsuf-suf-suf	n-nsuf-suf	pref-v-vsuf	n3-nsuf-suf	v-vsuf	n1-nsuf	n1	n4-nsuf	v-vsuf
75-57,dido1241,"Hemedur hunix ik’iƛ’orey, boxin bik’ixosi ziru yisił c’oxno, nełałgon xizay k’oƛin nexxo łˤono boc’in yołƛax.",hemedur\thuni-x\tik’i-ƛ’oräy\tb-oxi-n\tb-ik’i-xosi\tziru\tyisi-ł\tc’ox-n\tneła-ł-gon\txizay\tk’oƛi-n\tnex-x\tłˤono\tboc’i-n\tyoł-ƛax,so\tway-AD.ESS\tgo-SIM.CVB\tIII-run.away-PFV.CVB\tIII-go-PRS.PRT\tfox\tDEM2.ISG.OBL-CONT.ESS\thit-PFV.CVB\tDEM1.IISG.OBL-CONT.ESS-CNTR\tbehind\trun-PFV.CVB\tcome-IPFV.CVB\tthree\twolf-TOP\tbe-QUOT,"While he was on his way like that, he met a fox who was fleeing and behind it three wolves came running.",stan1293,,75,"По дороге он встретил лису, которая уносила ноги от мчавшихся за ней трех волков.",adv	n4-nsuf	v-vsuf	pref-v-vsuf	pref-v-vsuf	n3	pron-nsuf	v-vsuf	pron-nsuf-suf	post	v-vsuf	v-vsuf	num	n3-suf	v-suf
75-58,dido1241,"Neła zira yisiq harizi rodin, deber taliħ neƛani, žeda boc’aqay di xʷasar bodoƛin.",neła\tziru-a\tyisi-q\tharizi\tr-odi-n\tmi-r\ttaliħ\tneƛ-ani\tžeda\tboc’a-qay\tdi\txʷasar\tb-odi-o-ƛin,DEM1.IISG.OBL\tfox-ERG\tDEM2.ISG.OBL-POSS.ESS\trequest\tIV-do-PST.UNW\tyou-LAT\tfortune\tgive-MSD\tDEM1.IIPL.OBL\twolf.PL-POSS.ABL\tme\trescue\tIII-do-IMPR-QUOT,"That fox pleaded to him, ""May fortune be given to you, please rescue me from those wolves!""",stan1293,,75,"Та лиса умоляла его: «Дай бог тебе счастья, спаси меня от тех волков».",pron	n3-nsuf	pron-nsuf	comp	pref-v-vsuf	pron-nsuf	n3	v-deriv	pron	n3pl-nsuf	pron	comp	pref-v-vsuf-suf
